conflict_id,location,side_a,side_a_id,side_a_2nd,side_b,side_b_id,side_b_2nd,incompatibility,territory_name,year,intensity_level,cumulative_intensity,type_of_conflict,start_date,start_prec,start_date2,start_prec2,ep_end,ep_end_date,ep_end_prec,gwno_a,gwno_a_2nd,gwno_b,gwno_b_2nd,gwno_loc,region,version
337,Somalia,Government of Somalia,95,NA,"SNM, SPM","500, 501",NA,2,NA,1989,1,1,3,1982-01-18,1,1986-03-03,2,0,NA,NA,520,NA,NA,NA,520,4,24.1
337,Somalia,Government of Somalia,95,NA,"SNM, SPM, USC/SSA","500, 501, 502",NA,2,NA,1990,2,1,3,1982-01-18,1,1986-03-03,2,0,NA,NA,520,NA,NA,NA,520,4,24.1
337,Somalia,Government of Somalia,95,NA,"SNM, SPM, USC/SNA, USC/SSA","500, 501, 502, 503",NA,2,NA,1991,2,1,3,1982-01-18,1,1986-03-03,2,0,NA,NA,520,NA,NA,NA,520,4,24.1
337,Somalia,Government of Somalia,95,NA,USC/SNA,503,NA,2,NA,1992,2,1,3,1982-01-18,1,1986-03-03,2,0,NA,NA,520,NA,NA,NA,520,4,24.1
337,Somalia,Government of Somalia,95,NA,USC/SNA,503,NA,2,NA,1993,1,1,3,1982-01-18,1,1986-03-03,2,0,NA,NA,520,NA,NA,NA,520,4,24.1
337,Somalia,Government of Somalia,95,NA,USC/SNA,503,NA,2,NA,1994,1,1,3,1982-01-18,1,1986-03-03,2,0,NA,NA,520,NA,NA,NA,520,4,24.1
337,Somalia,Government of Somalia,95,NA,USC/SNA,503,NA,2,NA,1995,1,1,3,1982-01-18,1,1986-03-03,2,0,NA,NA,520,NA,NA,NA,520,4,24.1
337,Somalia,Government of Somalia,95,NA,USC/SNA,503,NA,2,NA,1996,1,1,3,1982-01-18,1,1986-03-03,2,1,1996-12-20,NA,520,NA,NA,NA,520,4,24.1
337,Somalia,Government of Somalia,95,NA,SRRC,504,NA,2,NA,2001,1,1,3,1982-01-18,1,2001-05-12,2,0,NA,NA,520,NA,NA,NA,520,4,24.1
337,Somalia,Government of Somalia,95,NA,SRRC,504,NA,2,NA,2002,1,1,3,1982-01-18,1,2001-05-12,2,1,2002-10-28,NA,520,NA,NA,NA,520,4,24.1
337,Somalia,Government of Somalia,95,Government of Ethiopia,ARS/UIC,505,Government of Eritrea,2,NA,2006,1,1,4,1982-01-18,1,2006-10-24,1,0,NA,NA,520,530,NA,531,520,4,24.1
337,Somalia,Government of Somalia,95,Government of Ethiopia,ARS/UIC,505,NA,2,NA,2007,2,1,4,1982-01-18,1,2006-10-24,1,0,NA,NA,520,530,NA,NA,520,4,24.1
337,Somalia,Government of Somalia,95,Government of Ethiopia,"Al-Shabaab, ARS/UIC","505, 717",NA,2,NA,2008,2,1,4,1982-01-18,1,2006-10-24,1,0,NA,NA,520,530,NA,NA,520,4,24.1
337,Somalia,Government of Somalia,95,Government of Ethiopia,"Al-Shabaab, Hizbul Islam","1004, 717",NA,2,NA,2009,2,1,4,1982-01-18,1,2006-10-24,1,0,NA,NA,520,530,NA,NA,520,4,24.1
337,Somalia,Government of Somalia,95,Government of Ethiopia,"Al-Shabaab, Hizbul Islam","1004, 717",NA,2,NA,2010,2,1,4,1982-01-18,1,2006-10-24,1,0,NA,NA,520,530,NA,NA,520,4,24.1
337,Somalia,Government of Somalia,95,"Government of Ethiopia, Government of Kenya",Al-Shabaab,717,NA,2,NA,2011,2,1,4,1982-01-18,1,2006-10-24,1,0,NA,NA,520,"501, 530",NA,NA,520,4,24.1
337,Somalia,Government of Somalia,95,"Government of Burundi, Government of Djibouti, Government of Ethiopia, Government of Ghana, Government of Kenya, Government of Nigeria, Government of Sierra Leone, Government of Uganda",Al-Shabaab,717,NA,2,NA,2012,2,1,4,1982-01-18,1,2006-10-24,1,0,NA,NA,520,"451, 452, 475, 500, 501, 516, 522, 530",NA,NA,520,4,24.1
337,Somalia,Government of Somalia,95,"Government of Burundi, Government of Djibouti, Government of Ethiopia, Government of Ghana, Government of Kenya, Government of Nigeria, Government of Sierra Leone, Government of Uganda",Al-Shabaab,717,NA,2,NA,2013,1,1,4,1982-01-18,1,2006-10-24,1,0,NA,NA,520,"451, 452, 475, 500, 501, 516, 522, 530",NA,NA,520,4,24.1
337,Somalia,Government of Somalia,95,"Government of Burundi, Government of Djibouti, Government of Ethiopia, Government of Ghana, Government of Kenya, Government of Nigeria, Government of Sierra Leone, Government of Uganda",Al-Shabaab,717,NA,2,NA,2014,2,1,4,1982-01-18,1,2006-10-24,1,0,NA,NA,520,"451, 452, 475, 500, 501, 516, 522, 530",NA,NA,520,4,24.1
337,Somalia,Government of Somalia,95,"Government of Burundi, Government of Djibouti, Government of Ethiopia, Government of Ghana, Government of Kenya, Government of Nigeria, Government of Sierra Leone, Government of Uganda, Government of United States of America",Al-Shabaab,717,NA,2,NA,2015,2,1,4,1982-01-18,1,2006-10-24,1,0,NA,NA,520,"2, 451, 452, 475, 500, 501, 516, 522, 530",NA,NA,520,4,24.1
337,Somalia,Government of Somalia,95,"Government of Burundi, Government of Djibouti, Government of Ethiopia, Government of Ghana, Government of Kenya, Government of Nigeria, Government of Sierra Leone, Government of Uganda, Government of United States of America",Al-Shabaab,717,NA,2,NA,2016,2,1,4,1982-01-18,1,2006-10-24,1,0,NA,NA,520,"2, 451, 452, 475, 500, 501, 516, 522, 530",NA,NA,520,4,24.1
337,Somalia,Government of Somalia,95,"Government of Burundi, Government of Djibouti, Government of Ethiopia, Government of Ghana, Government of Kenya, Government of Nigeria, Government of Sierra Leone, Government of Uganda, Government of United States of America",Al-Shabaab,717,NA,2,NA,2017,2,1,4,1982-01-18,1,2006-10-24,1,0,NA,NA,520,"2, 451, 452, 475, 500, 501, 516, 522, 530",NA,NA,520,4,24.1
337,Somalia,Government of Somalia,95,"Government of Burundi, Government of Djibouti, Government of Ethiopia, Government of Ghana, Government of Kenya, Government of Nigeria, Government of Sierra Leone, Government of Uganda, Government of United States of America, Government of Zambia",Al-Shabaab,717,NA,2,NA,2018,2,1,4,1982-01-18,1,2006-10-24,1,0,NA,NA,520,"2, 451, 452, 475, 500, 501, 516, 522, 530, 551",NA,NA,520,4,24.1
337,Somalia,Government of Somalia,95,"Government of Burundi, Government of Djibouti, Government of Ethiopia, Government of Ghana, Government of Kenya, Government of Nigeria, Government of Sierra Leone, Government of Uganda, Government of United States of America, Government of Zambia",Al-Shabaab,717,NA,2,NA,2019,2,1,4,1982-01-18,1,2006-10-24,1,0,NA,NA,520,"2, 451, 452, 475, 500, 501, 516, 522, 530, 551",NA,NA,520,4,24.1
337,Somalia,Government of Somalia,95,"Government of Burundi, Government of Djibouti, Government of Ethiopia, Government of Ghana, Government of Kenya, Government of Nigeria, Government of Sierra Leone, Government of Uganda, Government of United States of America, Government of Zambia",Al-Shabaab,717,NA,2,NA,2020,2,1,4,1982-01-18,1,2006-10-24,1,0,NA,NA,520,"2, 451, 452, 475, 500, 501, 516, 522, 530, 551",NA,NA,520,4,24.1
337,Somalia,Government of Somalia,95,"Government of Burundi, Government of Djibouti, Government of Ethiopia, Government of Ghana, Government of Kenya, Government of Nigeria, Government of Sierra Leone, Government of Uganda, Government of United States of America, Government of Zambia",Al-Shabaab,717,NA,2,NA,2021,2,1,4,1982-01-18,1,2006-10-24,1,0,NA,NA,520,"2, 451, 452, 475, 500, 501, 516, 522, 530, 551",NA,NA,520,4,24.1
337,Somalia,Government of Somalia,95,"Government of Burundi, Government of Djibouti, Government of Ethiopia, Government of Ghana, Government of Kenya, Government of Nigeria, Government of Sierra Leone, Government of Uganda, Government of United States of America, Government of Zambia",Al-Shabaab,717,NA,2,NA,2022,2,1,4,1982-01-18,1,2006-10-24,1,0,NA,NA,520,"2, 451, 452, 475, 500, 501, 516, 522, 530, 551",NA,NA,520,4,24.1
337,Somalia,Government of Somalia,95,"Government of Burundi, Government of Djibouti, Government of Ethiopia, Government of Ghana, Government of Kenya, Government of Nigeria, Government of Sierra Leone, Government of Uganda, Government of United States of America, Government of Zambia",Al-Shabaab,717,NA,2,NA,2023,2,1,4,1982-01-18,1,2006-10-24,1,0,NA,NA,520,"2, 451, 452, 475, 500, 501, 516, 522, 530, 551",NA,NA,520,4,24.1
338,Iran,Government of Iran,114,NA,MEK,308,NA,2,NA,1979,1,0,3,1972-08-13,1,1979-12-31,5,0,NA,NA,630,NA,NA,NA,630,2,24.1
338,Iran,Government of Iran,114,NA,MEK,308,NA,2,NA,1980,1,0,3,1972-08-13,1,1979-12-31,5,0,NA,NA,630,NA,NA,NA,630,2,24.1
338,Iran,Government of Iran,114,NA,MEK,308,NA,2,NA,1981,2,1,3,1972-08-13,1,1979-12-31,5,0,NA,NA,630,NA,NA,NA,630,2,24.1
338,Iran,Government of Iran,114,NA,MEK,308,NA,2,NA,1982,2,1,3,1972-08-13,1,1979-12-31,5,1,1982-12-31,NA,630,NA,NA,NA,630,2,24.1
338,Iran,Government of Iran,114,NA,MEK,308,NA,2,NA,1986,1,1,3,1972-08-13,1,1986-12-31,5,0,NA,NA,630,NA,NA,NA,630,2,24.1
338,Iran,Government of Iran,114,NA,MEK,308,NA,2,NA,1987,1,1,3,1972-08-13,1,1986-12-31,5,0,NA,NA,630,NA,NA,NA,630,2,24.1
338,Iran,Government of Iran,114,NA,MEK,308,NA,2,NA,1988,1,1,3,1972-08-13,1,1986-12-31,5,1,1988-12-31,NA,630,NA,NA,NA,630,2,24.1
338,Iran,Government of Iran,114,NA,MEK,308,NA,2,NA,1991,1,1,3,1972-08-13,1,1991-04-03,3,1,1991-04-03,NA,630,NA,NA,NA,630,2,24.1
338,Iran,Government of Iran,114,NA,MEK,308,NA,2,NA,1993,1,1,3,1972-08-13,1,1993-04-09,1,1,1993-12-11,NA,630,NA,NA,NA,630,2,24.1
338,Iran,Government of Iran,114,NA,MEK,308,NA,2,NA,1997,1,1,3,1972-08-13,1,1997-02-18,1,1,1997-11-02,NA,630,NA,NA,NA,630,2,24.1
338,Iran,Government of Iran,114,NA,MEK,308,NA,2,NA,1999,1,1,3,1972-08-13,1,1999-11-25,1,0,NA,NA,630,NA,NA,NA,630,2,24.1
338,Iran,Government of Iran,114,NA,MEK,308,NA,2,NA,2000,1,1,3,1972-08-13,1,1999-11-25,1,0,NA,NA,630,NA,NA,NA,630,2,24.1
338,Iran,Government of Iran,114,NA,MEK,308,NA,2,NA,2001,1,1,3,1972-08-13,1,1999-11-25,1,1,2001-09-16,NA,630,NA,NA,NA,630,2,24.1
338,Iran,Government of Iran,114,NA,PJAK,309,NA,2,NA,2005,1,1,3,1972-08-13,1,2005-08-07,1,0,NA,NA,630,NA,NA,NA,630,2,24.1
338,Iran,Government of Iran,114,NA,"Jondullah, PJAK","309, 310",NA,2,NA,2006,1,1,3,1972-08-13,1,2005-08-07,1,0,NA,NA,630,NA,NA,NA,630,2,24.1
338,Iran,Government of Iran,114,NA,"Jondullah, PJAK","309, 310",NA,2,NA,2007,1,1,3,1972-08-13,1,2005-08-07,1,0,NA,NA,630,NA,NA,NA,630,2,24.1
338,Iran,Government of Iran,114,NA,"Jondullah, PJAK","309, 310",NA,2,NA,2008,1,1,3,1972-08-13,1,2005-08-07,1,0,NA,NA,630,NA,NA,NA,630,2,24.1
338,Iran,Government of Iran,114,NA,"Jondullah, PJAK","309, 310",NA,2,NA,2009,1,1,3,1972-08-13,1,2005-08-07,1,0,NA,NA,630,NA,NA,NA,630,2,24.1
338,Iran,Government of Iran,114,NA,Jondullah,310,NA,2,NA,2010,1,1,3,1972-08-13,1,2005-08-07,1,0,NA,NA,630,NA,NA,NA,630,2,24.1
338,Iran,Government of Iran,114,NA,PJAK,309,NA,2,NA,2011,1,1,3,1972-08-13,1,2005-08-07,1,1,2011-12-27,NA,630,NA,NA,NA,630,2,24.1
338,Iran,Government of Iran,114,NA,PJAK,309,NA,2,NA,2018,1,1,3,1972-08-13,1,2018-07-20,1,0,NA,NA,630,NA,NA,NA,630,2,24.1
338,Iran,Government of Iran,114,NA,Jaish al-Adl,4364,NA,2,NA,2019,1,1,3,1972-08-13,1,2018-07-20,1,0,NA,NA,630,NA,NA,NA,630,2,24.1
338,Iran,Government of Iran,114,NA,PJAK,309,NA,2,NA,2020,1,1,3,1972-08-13,1,2018-07-20,1,0,NA,NA,630,NA,NA,NA,630,2,24.1
338,Iran,Government of Iran,114,NA,PJAK,309,NA,2,NA,2021,1,1,3,1972-08-13,1,2018-07-20,1,1,2021-08-06,NA,630,NA,NA,NA,630,2,24.1
338,Iran,Government of Iran,114,NA,Jaish al-Adl,4364,NA,2,NA,2023,1,1,3,1972-08-13,1,2023-12-15,1,0,NA,NA,630,NA,NA,NA,630,2,24.1
339,Iran,Government of Iran,114,NA,APCO,311,NA,1,Arabistan,1979,1,0,3,1979-05-30,1,1979-05-31,1,0,NA,NA,630,NA,NA,NA,630,2,24.1
339,Iran,Government of Iran,114,NA,APCO,311,NA,1,Arabistan,1980,1,0,3,1979-05-30,1,1979-05-31,1,1,1980-12-31,NA,630,NA,NA,NA,630,2,24.1
340,Saudi Arabia,Government of Saudi Arabia,122,NA,JSM,312,NA,2,NA,1979,1,0,3,1979-11-20,1,1979-11-20,1,1,1979-12-04,NA,670,NA,NA,NA,670,2,24.1
341,Liberia,Government of Liberia,79,NA,Military faction (forces of Samuel Doe),506,NA,2,NA,1980,1,0,3,1980-04-12,1,1980-04-12,1,1,1980-04-14,NA,450,NA,NA,NA,450,4,24.1
341,Liberia,Government of Liberia,79,NA,NPFL,507,NA,2,NA,1989,1,0,3,1980-04-12,1,1989-12-26,1,0,NA,NA,450,NA,NA,NA,450,4,24.1
341,Liberia,Government of Liberia,79,NA,"INPFL, NPFL","507, 508",NA,2,NA,1990,1,0,3,1980-04-12,1,1989-12-26,1,1,1990-12-31,NA,450,NA,NA,NA,450,4,24.1
341,Liberia,Government of Liberia,79,NA,LURD,509,NA,2,NA,2000,1,0,3,1980-04-12,1,2000-05-31,3,0,NA,NA,450,NA,NA,NA,450,4,24.1
341,Liberia,Government of Liberia,79,NA,LURD,509,NA,2,NA,2001,1,0,3,1980-04-12,1,2000-05-31,3,0,NA,NA,450,NA,NA,NA,450,4,24.1
341,Liberia,Government of Liberia,79,NA,LURD,509,NA,2,NA,2002,1,1,3,1980-04-12,1,2000-05-31,3,0,NA,NA,450,NA,NA,NA,450,4,24.1
341,Liberia,Government of Liberia,79,NA,"LURD, MODEL","509, 510",NA,2,NA,2003,2,1,3,1980-04-12,1,2000-05-31,3,1,2003-11-21,NA,450,NA,NA,NA,450,4,24.1
342,Spain,Government of Spain,35,NA,ETA,313,NA,1,Basque,1978,1,0,3,1968-06-07,1,1978-10-22,1,0,NA,NA,230,NA,NA,NA,230,1,24.1
342,Spain,Government of Spain,35,NA,ETA,313,NA,1,Basque,1979,1,0,3,1968-06-07,1,1978-10-22,1,0,NA,NA,230,NA,NA,NA,230,1,24.1
342,Spain,Government of Spain,35,NA,ETA,313,NA,1,Basque,1980,1,0,3,1968-06-07,1,1978-10-22,1,0,NA,NA,230,NA,NA,NA,230,1,24.1
342,Spain,Government of Spain,35,NA,ETA,313,NA,1,Basque,1981,1,0,3,1968-06-07,1,1978-10-22,1,0,NA,NA,230,NA,NA,NA,230,1,24.1
342,Spain,Government of Spain,35,NA,ETA,313,NA,1,Basque,1982,1,0,3,1968-06-07,1,1978-10-22,1,1,1982-12-29,NA,230,NA,NA,NA,230,1,24.1
342,Spain,Government of Spain,35,NA,ETA,313,NA,1,Basque,1985,1,0,3,1968-06-07,1,1985-12-23,1,0,NA,NA,230,NA,NA,NA,230,1,24.1
342,Spain,Government of Spain,35,NA,ETA,313,NA,1,Basque,1986,1,0,3,1968-06-07,1,1985-12-23,1,0,NA,NA,230,NA,NA,NA,230,1,24.1
342,Spain,Government of Spain,35,NA,ETA,313,NA,1,Basque,1987,1,0,3,1968-06-07,1,1985-12-23,1,1,1987-12-31,NA,230,NA,NA,NA,230,1,24.1
342,Spain,Government of Spain,35,NA,ETA,313,NA,1,Basque,1991,1,0,3,1968-06-07,1,1991-06-28,1,1,1991-12-13,NA,230,NA,NA,NA,230,1,24.1
343,Tunisia,Government of Tunisia,110,NA,Résistance Armée Tunisienne,511,NA,2,NA,1980,1,0,3,1980-01-27,1,1980-01-28,2,1,1980-01-28,NA,616,NA,NA,NA,616,4,24.1
343,Tunisia,Government of Tunisia,110,NA,AQIM,539,NA,2,NA,2013,1,0,3,1980-01-27,1,2013-10-17,1,0,NA,NA,616,NA,NA,NA,616,4,24.1
343,Tunisia,Government of Tunisia,110,NA,AQIM,539,NA,2,NA,2014,1,0,3,1980-01-27,1,2013-10-17,1,0,NA,NA,616,NA,NA,NA,616,4,24.1
343,Tunisia,Government of Tunisia,110,NA,"AQIM, JAK-T","539, 6359",NA,2,NA,2015,1,0,3,1980-01-27,1,2013-10-17,1,1,2015-11-15,NA,616,NA,NA,NA,616,4,24.1
344,Gambia,Government of Gambia,71,Government of Senegal,NRC,512,NA,2,NA,1981,1,0,4,1981-07-30,1,1981-07-30,1,1,1981-08-05,NA,420,433,NA,NA,420,4,24.1
345,South Africa,Government of South Africa,102,NA,ANC,513,NA,2,NA,1981,1,0,3,1978-02-01,1,1981-08-07,1,0,NA,NA,560,NA,NA,NA,560,4,24.1
345,South Africa,Government of South Africa,102,NA,ANC,513,NA,2,NA,1982,1,0,3,1978-02-01,1,1981-08-07,1,0,NA,NA,560,NA,NA,NA,560,4,24.1
345,South Africa,Government of South Africa,102,NA,ANC,513,NA,2,NA,1983,1,0,3,1978-02-01,1,1981-08-07,1,1,1983-12-31,NA,560,NA,NA,NA,560,4,24.1
345,South Africa,Government of South Africa,102,NA,ANC,513,NA,2,NA,1985,1,0,3,1978-02-01,1,1985-06-26,1,0,NA,NA,560,NA,NA,NA,560,4,24.1
345,South Africa,Government of South Africa,102,NA,ANC,513,NA,2,NA,1986,1,0,3,1978-02-01,1,1985-06-26,1,0,NA,NA,560,NA,NA,NA,560,4,24.1
345,South Africa,Government of South Africa,102,NA,ANC,513,NA,2,NA,1987,1,0,3,1978-02-01,1,1985-06-26,1,0,NA,NA,560,NA,NA,NA,560,4,24.1
345,South Africa,Government of South Africa,102,NA,ANC,513,NA,2,NA,1988,1,0,3,1978-02-01,1,1985-06-26,1,1,1988-12-31,NA,560,NA,NA,NA,560,4,24.1
346,"Argentina, United Kingdom",Government of Argentina,26,NA,Government of United Kingdom,28,NA,1,Malvinas/Falkland Islands,1982,1,0,2,1982-04-02,1,1982-05-02,1,1,1982-06-14,NA,160,NA,200,NA,"160, 200","1, 5",24.1
347,India,Government of India,141,NA,PLA,314,NA,1,Manipur,1982,1,0,3,1979-04-26,1,1982-07-31,3,0,NA,NA,750,NA,NA,NA,750,3,24.1
347,India,Government of India,141,NA,PLA,314,NA,1,Manipur,1983,1,0,3,1979-04-26,1,1982-07-31,3,0,NA,NA,750,NA,NA,NA,750,3,24.1
347,India,Government of India,141,NA,PLA,314,NA,1,Manipur,1984,1,0,3,1979-04-26,1,1982-07-31,3,0,NA,NA,750,NA,NA,NA,750,3,24.1
347,India,Government of India,141,NA,PLA,314,NA,1,Manipur,1985,1,0,3,1979-04-26,1,1982-07-31,3,0,NA,NA,750,NA,NA,NA,750,3,24.1
347,India,Government of India,141,NA,PLA,314,NA,1,Manipur,1986,1,0,3,1979-04-26,1,1982-07-31,3,0,NA,NA,750,NA,NA,NA,750,3,24.1
347,India,Government of India,141,NA,PLA,314,NA,1,Manipur,1987,1,0,3,1979-04-26,1,1982-07-31,3,0,NA,NA,750,NA,NA,NA,750,3,24.1
347,India,Government of India,141,NA,PLA,314,NA,1,Manipur,1988,1,0,3,1979-04-26,1,1982-07-31,3,1,1988-12-31,NA,750,NA,NA,NA,750,3,24.1
347,India,Government of India,141,NA,UNLF,315,NA,1,Manipur,1993,1,0,3,1979-04-26,1,1993-12-31,5,0,NA,NA,750,NA,NA,NA,750,3,24.1
347,India,Government of India,141,NA,UNLF,315,NA,1,Manipur,1994,1,0,3,1979-04-26,1,1993-12-31,5,0,NA,NA,750,NA,NA,NA,750,3,24.1
347,India,Government of India,141,NA,PLA,314,NA,1,Manipur,1995,1,0,3,1979-04-26,1,1993-12-31,5,0,NA,NA,750,NA,NA,NA,750,3,24.1
347,India,Government of India,141,NA,PLA,314,NA,1,Manipur,1996,1,0,3,1979-04-26,1,1993-12-31,5,1,1996-12-19,NA,750,NA,NA,NA,750,3,24.1
347,India,Government of India,141,NA,PLA,314,NA,1,Manipur,1998,1,0,3,1979-04-26,1,1998-12-31,5,0,NA,NA,750,NA,NA,NA,750,3,24.1
347,India,Government of India,141,NA,UNLF,315,NA,1,Manipur,1999,1,0,3,1979-04-26,1,1998-12-31,5,0,NA,NA,750,NA,NA,NA,750,3,24.1
347,India,Government of India,141,NA,"PLA, UNLF","314, 315",NA,1,Manipur,2000,1,0,3,1979-04-26,1,1998-12-31,5,1,2000-12-20,NA,750,NA,NA,NA,750,3,24.1
347,India,Government of India,141,NA,UNLF,315,NA,1,Manipur,2003,1,0,3,1979-04-26,1,2003-07-21,1,0,NA,NA,750,NA,NA,NA,750,3,24.1
347,India,Government of India,141,NA,"PLA, UNLF","314, 315",NA,1,Manipur,2004,1,0,3,1979-04-26,1,2003-07-21,1,0,NA,NA,750,NA,NA,NA,750,3,24.1
347,India,Government of India,141,NA,UNLF,315,NA,1,Manipur,2005,1,0,3,1979-04-26,1,2003-07-21,1,0,NA,NA,750,NA,NA,NA,750,3,24.1
347,India,Government of India,141,NA,"PLA, UNLF","314, 315",NA,1,Manipur,2006,1,0,3,1979-04-26,1,2003-07-21,1,0,NA,NA,750,NA,NA,NA,750,3,24.1
347,India,Government of India,141,NA,UNLF,315,NA,1,Manipur,2007,1,0,3,1979-04-26,1,2003-07-21,1,0,NA,NA,750,NA,NA,NA,750,3,24.1
347,India,Government of India,141,NA,"KCP, PREPAK","317, 318",NA,1,Manipur,2008,1,1,3,1979-04-26,1,2003-07-21,1,0,NA,NA,750,NA,NA,NA,750,3,24.1
347,India,Government of India,141,NA,"KCP, PREPAK, UNLF","315, 317, 318",NA,1,Manipur,2009,1,1,3,1979-04-26,1,2003-07-21,1,1,2009-12-28,NA,750,NA,NA,NA,750,3,24.1
348,Kenya,Government of Kenya,91,NA,Military faction (forces of Hezekiah Ochuka),514,NA,2,NA,1982,1,0,3,1982-08-01,1,1982-08-01,1,1,1982-08-21,NA,501,NA,NA,NA,501,4,24.1
349,"Chad, Nigeria",Government of Chad,87,NA,Government of Nigeria,84,NA,1,Lake Chad,1983,1,0,2,1983-04-18,1,1983-04-24,1,1,1983-11-01,NA,483,NA,475,NA,"475, 483",4,24.1
350,"Grenada, United States of America",Government of Grenada,9,NA,Government of United States of America,3,NA,2,NA,1983,1,0,2,1983-10-25,1,1983-10-25,1,1,1983-10-27,NA,55,NA,2,NA,"2, 55",5,24.1
351,India,Government of India,141,NA,Sikh insurgents,319,NA,1,Punjab/Khalistan,1983,1,0,3,1981-09-20,1,1983-12-31,5,0,NA,NA,750,NA,NA,NA,750,3,24.1
351,India,Government of India,141,NA,Sikh insurgents,319,NA,1,Punjab/Khalistan,1984,1,0,3,1981-09-20,1,1983-12-31,5,0,NA,NA,750,NA,NA,NA,750,3,24.1
351,India,Government of India,141,NA,Sikh insurgents,319,NA,1,Punjab/Khalistan,1985,1,0,3,1981-09-20,1,1983-12-31,5,0,NA,NA,750,NA,NA,NA,750,3,24.1
351,India,Government of India,141,NA,Sikh insurgents,319,NA,1,Punjab/Khalistan,1986,1,0,3,1981-09-20,1,1983-12-31,5,0,NA,NA,750,NA,NA,NA,750,3,24.1
351,India,Government of India,141,NA,Sikh insurgents,319,NA,1,Punjab/Khalistan,1987,1,1,3,1981-09-20,1,1983-12-31,5,0,NA,NA,750,NA,NA,NA,750,3,24.1
351,India,Government of India,141,NA,Sikh insurgents,319,NA,1,Punjab/Khalistan,1988,2,1,3,1981-09-20,1,1983-12-31,5,0,NA,NA,750,NA,NA,NA,750,3,24.1
351,India,Government of India,141,NA,Sikh insurgents,319,NA,1,Punjab/Khalistan,1989,1,1,3,1981-09-20,1,1983-12-31,5,0,NA,NA,750,NA,NA,NA,750,3,24.1
351,India,Government of India,141,NA,Sikh insurgents,319,NA,1,Punjab/Khalistan,1990,2,1,3,1981-09-20,1,1983-12-31,5,0,NA,NA,750,NA,NA,NA,750,3,24.1
351,India,Government of India,141,NA,Sikh insurgents,319,NA,1,Punjab/Khalistan,1991,2,1,3,1981-09-20,1,1983-12-31,5,0,NA,NA,750,NA,NA,NA,750,3,24.1
351,India,Government of India,141,NA,Sikh insurgents,319,NA,1,Punjab/Khalistan,1992,2,1,3,1981-09-20,1,1983-12-31,5,0,NA,NA,750,NA,NA,NA,750,3,24.1
351,India,Government of India,141,NA,Sikh insurgents,319,NA,1,Punjab/Khalistan,1993,1,1,3,1981-09-20,1,1983-12-31,5,1,1993-12-24,NA,750,NA,NA,NA,750,3,24.1
352,Sri Lanka,Government of Sri Lanka,145,NA,"LTTE, TELO","320, 321",NA,1,Eelam,1984,1,0,3,1975-07-27,1,1984-09-01,1,0,NA,NA,780,NA,NA,NA,780,3,24.1
352,Sri Lanka,Government of Sri Lanka,145,NA,"EPRLF, LTTE, TELO","320, 321, 322",NA,1,Eelam,1985,1,0,3,1975-07-27,1,1984-09-01,1,0,NA,NA,780,NA,NA,NA,780,3,24.1
352,Sri Lanka,Government of Sri Lanka,145,NA,LTTE,320,NA,1,Eelam,1986,1,1,3,1975-07-27,1,1984-09-01,1,0,NA,NA,780,NA,NA,NA,780,3,24.1
352,Sri Lanka,Government of Sri Lanka,145,NA,LTTE,320,NA,1,Eelam,1987,2,1,3,1975-07-27,1,1984-09-01,1,0,NA,NA,780,NA,NA,NA,780,3,24.1
352,Sri Lanka,Government of Sri Lanka,145,NA,LTTE,320,NA,1,Eelam,1988,1,1,3,1975-07-27,1,1984-09-01,1,0,NA,NA,780,NA,NA,NA,780,3,24.1
352,Sri Lanka,Government of Sri Lanka,145,NA,"EPRLF, LTTE","320, 322",NA,1,Eelam,1989,1,1,3,1975-07-27,1,1984-09-01,1,0,NA,NA,780,NA,NA,NA,780,3,24.1
352,Sri Lanka,Government of Sri Lanka,145,NA,LTTE,320,NA,1,Eelam,1990,2,1,3,1975-07-27,1,1984-09-01,1,0,NA,NA,780,NA,NA,NA,780,3,24.1
352,Sri Lanka,Government of Sri Lanka,145,NA,LTTE,320,NA,1,Eelam,1991,2,1,3,1975-07-27,1,1984-09-01,1,0,NA,NA,780,NA,NA,NA,780,3,24.1
352,Sri Lanka,Government of Sri Lanka,145,NA,LTTE,320,NA,1,Eelam,1992,2,1,3,1975-07-27,1,1984-09-01,1,0,NA,NA,780,NA,NA,NA,780,3,24.1
352,Sri Lanka,Government of Sri Lanka,145,NA,LTTE,320,NA,1,Eelam,1993,2,1,3,1975-07-27,1,1984-09-01,1,0,NA,NA,780,NA,NA,NA,780,3,24.1
352,Sri Lanka,Government of Sri Lanka,145,NA,LTTE,320,NA,1,Eelam,1994,1,1,3,1975-07-27,1,1984-09-01,1,0,NA,NA,780,NA,NA,NA,780,3,24.1
352,Sri Lanka,Government of Sri Lanka,145,NA,LTTE,320,NA,1,Eelam,1995,2,1,3,1975-07-27,1,1984-09-01,1,0,NA,NA,780,NA,NA,NA,780,3,24.1
352,Sri Lanka,Government of Sri Lanka,145,NA,LTTE,320,NA,1,Eelam,1996,2,1,3,1975-07-27,1,1984-09-01,1,0,NA,NA,780,NA,NA,NA,780,3,24.1
352,Sri Lanka,Government of Sri Lanka,145,NA,LTTE,320,NA,1,Eelam,1997,2,1,3,1975-07-27,1,1984-09-01,1,0,NA,NA,780,NA,NA,NA,780,3,24.1
